state,date,admissions
AS,6/6/2023,0
NH,6/6/2023,0
VI,6/6/2023,0
AS,6/5/2023,0
NH,6/5/2023,0
MT,6/4/2023,0
AS,6/3/2023,0
NH,6/3/2023,0
AS,6/2/2023,0
RI,6/2/2023,0
VI,5/31/2023,0
AR,5/30/2023,1
AK,5/29/2023,1
AS,5/27/2023,0
VT,5/27/2023,0
AK,5/26/2023,0
VT,5/25/2023,0
DC,5/24/2023,0
VI,5/24/2023,0
VI,5/22/2023,0
DC,5/21/2023,0
NH,5/19/2023,0
AK,5/18/2023,0
AS,5/18/2023,0
VI,5/18/2023,0
AS,5/17/2023,0
VI,5/16/2023,0
AS,5/15/2023,0
SD,5/15/2023,1
WY,5/13/2023,0
AS,5/12/2023,0
VI,5/12/2023,0
AR,5/11/2023,3
WY,5/11/2023,0
VI,5/10/2023,0
AS,5/7/2023,0
VI,5/7/2023,0
VI,5/6/2023,0
VI,5/4/2023,0
AS,5/3/2023,0
AS,5/2/2023,0
WY,5/2/2023,2
AS,5/1/2023,0
MT,5/1/2023,0
NY,5/6/2021,2
IA,1/4/2021,0
AK,6/3/2021,1
OH,5/30/2021,0
DC,6/14/2021,0
AL,11/23/2020,1
MN,3/6/2021,1
MO,2/26/2021,4
WY,1/28/2021,0
NM,3/1/2021,0
FL,12/10/2020,5
PA,11/4/2020,2
KY,5/5/2021,0
WI,1/15/2021,0
TX,4/20/2021,3
VI,1/6/2021,0
MI,3/5/2021,1
SC,5/22/2021,0
ID,5/15/2021,0
SC,3/4/2021,3
CT,2/28/2021,0
MD,5/27/2021,0
FL,12/9/2020,5
CA,4/23/2021,3
NY,1/29/2021,4
NY,12/9/2020,3
CT,12/25/2020,0
VI,2/28/2021,0
MO,4/27/2021,0
NY,2/21/2021,1
VT,4/4/2021,0
TN,11/22/2020,6
UT,3/29/2021,0
RI,5/17/2021,0
MN,1/4/2021,0
DE,5/18/2021,0
CO,3/28/2021,0
CO,4/30/2021,0
VI,12/29/2020,0
IN,12/20/2020,1
CO,5/31/2021,0
WI,1/28/2021,1
KY,12/29/2020,0
VA,3/22/2021,3
PR,3/24/2021,2
NJ,4/2/2021,3
IN,5/11/2021,1
DC,3/5/2021,0
IN,11/11/2020,2
AZ,5/21/2021,0
AK,11/27/2020,0
ID,5/14/2021,0
TN,2/7/2021,7
AL,3/4/2021,5
NH,12/24/2020,0
MO,5/20/2021,1
WV,1/27/2021,1
PA,11/27/2020,1
AZ,3/6/2021,4
LA,2/15/2021,1
OR,6/4/2021,0
IN,1/12/2021,1
CO,4/3/2021,0
MA,3/11/2021,1
ID,12/1/2020,1
OK,2/15/2021,0
IN,12/19/2020,1
RI,3/3/2021,0
NC,2/4/2021,1
CT,4/27/2021,0
NY,12/6/2020,6
CA,3/30/2021,0
GA,2/19/2021,5
DE,5/27/2021,0
MT,2/24/2021,0
AR,1/29/2021,2
IN,1/8/2021,0
IN,10/31/2020,0
PA,6/9/2021,5
TX,3/12/2021,5
SD,12/23/2020,0
VT,12/9/2020,0
NM,4/25/2021,0
OH,5/21/2021,0
AZ,3/16/2021,0
MN,6/13/2021,0
OH,2/10/2021,2
PR,2/16/2021,0
KY,10/31/2020,0
IA,5/12/2021,0
IN,5/24/2021,2
ME,12/4/2020,0
NE,12/2/2020,0
SC,11/12/2020,0
VA,5/25/2021,2
DC,5/3/2021,0
OR,1/18/2021,0
CA,3/21/2021,3
MN,4/19/2021,0
HI,3/30/2021,0
SD,3/24/2021,1
MS,12/13/2020,4
WI,4/14/2021,0
WV,12/16/2020,0
FL,6/1/2021,4
ME,4/1/2021,0
LA,2/25/2021,0
AZ,3/23/2021,2
MA,12/11/2020,0
KY,11/24/2020,1
AK,5/2/2021,1
NE,11/27/2020,0
PR,6/14/2021,3
VT,5/3/2021,0
CO,12/26/2020,1
NJ,4/20/2021,4
NV,5/7/2021,1
UT,3/17/2021,0
MA,3/2/2021,0
AR,5/6/2021,0
IL,5/19/2021,1
AL,1/18/2021,1
MO,3/15/2021,0
DE,5/8/2021,0
PR,3/11/2021,4
OK,1/13/2021,4
UT,12/6/2020,2
IL,1/16/2021,0
AR,2/12/2021,4
MA,11/16/2020,0
NY,1/24/2021,2
CA,2/24/2021,4
NY,5/16/2021,11
ME,2/18/2021,0
ID,4/24/2021,0
HI,1/10/2021,0
WI,1/22/2021,0
AK,11/16/2020,0
WA,5/8/2021,0
CA,3/8/2021,2
ID,3/27/2021,0
ME,11/13/2020,0
MD,3/7/2021,1
IN,1/3/2021,3
NM,1/14/2021,1
VA,12/16/2020,7
MO,2/4/2021,0
VT,4/8/2021,0
IL,11/3/2020,2
VI,11/17/2020,0
MS,3/31/2021,0
FL,5/13/2021,8
WV,4/13/2021,0
MS,5/9/2021,1
AR,11/30/2020,1
ND,5/4/2021,0
KS,2/12/2021,0
MN,10/30/2020,0
VA,6/7/2021,1
IL,3/15/2021,0
ID,5/17/2021,0
MS,2/9/2021,1
OK,5/26/2021,4
ME,11/28/2020,0
NE,12/4/2020,0
MD,6/9/2021,0
AK,4/7/2021,0
AZ,3/18/2021,2
PA,4/1/2021,1
MD,12/18/2020,0
AR,12/24/2020,0
AR,12/1/2020,1
VI,11/11/2020,0
SC,11/3/2020,1
MO,5/14/2021,1
CO,2/23/2021,0
DC,11/10/2020,0
KY,2/10/2021,1
KY,11/29/2020,6
NV,4/12/2021,2
NJ,4/17/2021,2
KS,1/17/2021,0
ND,12/5/2020,0
WA,1/14/2021,0
MS,1/6/2021,5
VA,12/14/2020,1
LA,5/1/2021,1
GA,12/28/2020,3
CO,4/22/2021,0
FL,5/23/2021,6
NM,1/22/2021,0
MA,12/2/2020,0
SD,5/31/2021,0
TN,11/16/2020,7
KS,10/30/2020,1
MA,12/12/2020,0
HI,3/7/2021,0
MD,2/17/2021,0
RI,3/29/2021,0
IN,11/14/2020,2
WY,5/30/2021,0
WI,4/22/2021,0
SD,12/19/2020,0
SC,3/27/2021,3
DE,1/9/2021,0
IN,11/25/2020,1
MN,4/11/2021,0
CT,6/9/2021,0
OK,6/4/2021,4
VT,4/2/2021,0
IN,5/27/2021,0
ND,6/11/2021,0
MS,11/17/2020,0
MA,1/22/2021,0
SD,2/2/2021,0
ND,3/6/2021,0
MI,2/17/2021,0
UT,11/30/2020,0
CT,1/10/2021,0
KS,4/30/2021,1
WV,1/20/2021,0
WA,4/13/2021,0
LA,1/6/2021,0
AR,12/6/2020,1
OH,5/11/2021,1
MN,12/14/2020,0
OK,5/30/2021,2
NE,5/12/2021,0
LA,11/9/2020,0
ME,4/9/2021,1
FL,2/6/2021,12
MD,3/16/2021,0
NM,2/1/2021,0
NY,5/22/2021,2
PA,4/4/2021,1
NH,1/1/2021,1
NH,12/15/2020,0
TX,11/24/2020,22
ND,11/25/2020,1
CO,4/4/2021,0
FL,2/14/2021,5
MI,4/24/2021,1
NH,11/6/2020,0
NC,3/1/2021,0
WA,3/1/2021,1
SD,4/28/2021,1
AL,2/16/2021,2
NM,6/6/2021,2
NJ,1/16/2021,0
PR,5/12/2021,2
NV,5/1/2021,0
PA,4/2/2021,1
KY,11/21/2020,2
LA,1/15/2021,0
AR,10/29/2020,1
CA,12/26/2020,10
OK,12/31/2020,2
AK,11/21/2020,0
IL,5/26/2021,0
WY,5/29/2021,0
IA,5/9/2021,0
OH,6/7/2021,1
SD,1/11/2021,0
CT,4/28/2021,0
AR,3/9/2021,3
KY,2/20/2021,1
VT,4/12/2021,0
IN,2/19/2021,1
NJ,4/1/2021,3
AR,12/7/2020,2
PA,11/25/2020,0
MN,2/21/2021,1
MT,2/7/2021,0
ID,6/11/2021,0
TX,4/29/2021,6
MT,2/14/2021,0
AL,2/22/2021,2
HI,11/1/2020,0
UT,2/27/2021,0
NJ,5/29/2021,0
NC,2/12/2021,2
ND,12/3/2020,1
ME,12/15/2020,0
TX,6/16/2021,1
KY,11/3/2020,0
WA,4/3/2021,0
WI,12/12/2020,0
WY,2/7/2021,0
NY,2/4/2021,6
IL,2/2/2021,1
WV,1/4/2021,2
CA,5/24/2021,1
RI,12/11/2020,0
ME,12/20/2020,0
AZ,2/9/2021,0
TX,2/22/2021,6
NM,1/8/2021,0
TN,5/3/2021,2
SC,11/6/2020,0
FL,3/19/2021,13
AK,2/27/2021,0
MD,11/14/2020,1
TX,1/4/2021,11
CA,11/8/2020,3
UT,12/10/2020,1
AK,2/17/2021,0
MT,6/1/2021,0
NC,12/30/2020,3
CT,4/9/2021,0
WA,11/21/2020,1
TN,11/13/2020,6
KS,6/5/2021,0
DC,11/20/2020,0
OR,3/13/2021,0
PA,2/12/2021,4
NY,11/13/2020,1
AR,3/18/2021,1
AR,2/4/2021,6
IN,1/29/2021,1
UT,3/16/2021,0
AL,1/1/2021,3
MA,12/26/2020,0
ME,12/31/2020,0
MD,1/27/2021,0
KS,2/22/2021,0
ME,12/22/2020,1
NC,11/22/2020,2
IL,5/22/2021,2
KY,11/10/2020,0
WY,2/13/2021,0
TX,12/24/2020,36
PR,5/10/2021,2
DE,3/2/2021,0
MI,11/24/2020,1
NV,5/10/2021,0
AL,3/13/2021,2
NY,3/11/2021,2
CO,2/15/2021,0
MT,6/14/2021,0
IA,1/14/2021,2
WI,1/18/2021,0
AZ,5/17/2021,0
TN,11/8/2020,0
UT,5/4/2021,0
NY,12/4/2020,3
IL,1/24/2021,1
IN,11/5/2020,1
DE,5/17/2021,0
MA,3/15/2021,2
NE,1/12/2021,0
SC,5/26/2021,2
OK,4/17/2021,1
VI,12/20/2020,0
ID,12/27/2020,0
NY,5/15/2021,1
VT,6/7/2021,0
MN,3/29/2021,0
MS,6/9/2021,4
IN,2/7/2021,1
CA,11/29/2020,13
IN,5/4/2021,1
MI,5/2/2021,0
ND,11/20/2020,0
TX,5/12/2021,5
IL,4/7/2021,2
MS,5/24/2021,1
OK,11/17/2020,3
MN,11/23/2020,0
NE,3/5/2021,0
AL,5/7/2021,1
GA,12/23/2020,2
WA,11/27/2020,1
CT,3/31/2021,0
NC,4/10/2021,1
PA,2/20/2021,1
VA,3/15/2021,2
ID,1/23/2021,0
AK,1/22/2021,0
CO,12/21/2020,2
TN,12/2/2020,2
PR,3/5/2021,8
CT,2/21/2021,0
UT,5/14/2021,1
WA,4/17/2021,0
NM,11/16/2020,0
MA,11/7/2020,0
VT,12/31/2020,0
ND,6/8/2021,0
IL,5/28/2021,0
VA,1/16/2021,11
AR,6/12/2021,1
CT,2/24/2021,0
MO,2/22/2021,3
IN,4/7/2021,0
CT,2/11/2021,0
GA,11/14/2020,7
OH,2/3/2021,0
WV,2/8/2021,0
NY,1/8/2021,3
AL,11/13/2020,6
OK,5/24/2021,1
CT,4/1/2021,0
AL,12/27/2020,4
OH,1/18/2021,0
IA,2/21/2021,0
SC,3/19/2021,1
OR,6/6/2021,0
WY,11/14/2020,0
MA,12/16/2020,0
NV,1/18/2021,0
OK,5/25/2021,1
ME,5/3/2021,0
TN,6/5/2021,2
WY,4/21/2021,0
NC,11/24/2020,2
HI,6/1/2021,0
ME,3/25/2021,0
TN,11/1/2020,4
VT,2/12/2021,0
VT,1/26/2021,0
DE,12/3/2020,0
WY,1/18/2021,0
IL,1/7/2021,5
MO,12/17/2020,1
DC,5/10/2021,0
SD,5/28/2021,0
KY,12/6/2020,3
DE,1/23/2021,0
NH,12/13/2020,0
HI,1/13/2021,0
SC,5/7/2021,1
NY,1/17/2021,3
MD,2/19/2021,0
KS,4/21/2021,3
NE,1/17/2021,0
WI,5/17/2021,0
TX,3/11/2021,9
MA,5/20/2021,0
AK,6/13/2021,1
ND,5/7/2021,0
AL,10/30/2020,2
MI,3/9/2021,0
ID,12/5/2020,0
MS,2/2/2021,0
UT,2/5/2021,0
HI,11/15/2020,0
OK,10/30/2020,2
MI,4/14/2021,1
WA,12/1/2020,0
NM,1/15/2021,1
LA,3/10/2021,1
NH,3/28/2021,0
OH,1/28/2021,2
MA,11/8/2020,0
MA,2/5/2021,0
OH,1/25/2021,1
PR,3/23/2021,3
MI,1/2/2021,1
WV,1/8/2021,4
AK,1/31/2021,0
WA,12/5/2020,0
NV,1/27/2021,0
NY,12/1/2020,5
NY,2/26/2021,3
OR,3/26/2021,0
PA,2/28/2021,0
PA,6/3/2021,1
NM,6/2/2021,1
PA,3/31/2021,1
FL,5/22/2021,4
LA,5/11/2021,0
WA,6/12/2021,0
HI,11/23/2020,0
AR,6/10/2021,1
MI,2/6/2021,0
PA,12/25/2020,3
VI,6/14/2021,0
WA,5/5/2021,0
KS,4/27/2021,0
OK,12/21/2020,1
CO,2/19/2021,0
IL,12/21/2020,0
GA,11/19/2020,5
WY,11/4/2020,0
MD,2/13/2021,3
ME,11/18/2020,0
WY,5/27/2021,0
NV,4/4/2021,1
AL,1/27/2021,7
AZ,2/3/2021,4
MD,12/23/2020,0
FL,3/26/2021,6
TN,4/24/2021,3
AR,2/20/2021,2
KS,2/28/2021,2
CA,12/10/2020,5
TN,1/1/2021,6
TN,4/6/2021,3
PA,4/27/2021,1
DE,2/9/2021,0
AL,3/22/2021,1
SC,4/5/2021,1
VT,4/30/2021,0
SC,4/16/2021,4
RI,5/2/2021,0
KY,1/14/2021,2
OK,3/8/2021,0
PR,11/29/2020,0
OR,2/6/2021,0
CA,2/8/2021,4
RI,11/9/2020,0
AK,10/31/2020,0
MS,3/12/2021,2
KY,3/1/2021,0
TX,10/31/2020,21
WY,1/17/2021,0
AL,5/1/2021,2
DE,11/9/2020,0
AR,12/16/2020,1
OR,4/22/2021,0
AZ,2/25/2021,2
HI,11/26/2020,0
PR,5/8/2021,2
SD,4/10/2021,0
SC,2/14/2021,2
AZ,5/19/2021,1
FL,3/13/2021,8
DE,1/2/2021,0
KY,11/26/2020,1
HI,4/24/2021,0
WI,5/13/2021,0
AK,4/26/2021,1
KS,4/12/2021,1
VA,12/21/2020,10
FL,2/18/2021,5
ND,11/30/2020,0
AR,4/10/2021,4
PR,3/9/2021,1
ID,12/19/2020,0
NM,11/15/2020,0
PR,12/4/2020,1
MA,1/8/2021,0
MA,5/16/2021,0
CO,11/12/2020,0
ME,2/1/2021,0
PA,2/11/2021,3
IA,11/24/2020,1
HI,11/28/2020,0
NY,12/11/2020,3
TN,4/15/2021,5
SD,2/19/2021,0
MD,2/7/2021,0
NE,4/13/2021,0
CA,11/18/2020,10
NJ,5/28/2021,0
NC,4/29/2021,19
GA,4/19/2021,3
PA,11/22/2020,0
RI,12/22/2020,0
OK,3/25/2021,0
DE,12/13/2020,0
KY,4/17/2021,0
WY,1/29/2021,0
ME,11/15/2020,0
CA,12/31/2020,3
WA,10/31/2020,0
WA,12/15/2020,0
VT,12/26/2020,0
RI,12/3/2020,0
NE,4/21/2021,0
OR,4/28/2021,0
OK,2/14/2021,3
MT,12/27/2020,0
SC,3/8/2021,3
IL,5/20/2021,1
NY,1/3/2021,2
CT,4/11/2021,0
MS,12/11/2020,3
OH,5/20/2021,0
AR,11/13/2020,2
NY,6/10/2021,0
AL,2/5/2021,4
NC,1/7/2021,1
MN,4/21/2021,0
MN,5/17/2021,0
VI,3/21/2021,0
MI,5/10/2021,0
MO,3/19/2021,3
ND,4/2/2021,0
AZ,2/7/2021,2
ID,5/4/2021,0
ND,3/17/2021,0
WA,11/26/2020,0
PR,2/25/2021,0
CO,2/7/2021,0
NY,4/3/2021,5
IN,4/18/2021,1
OH,12/8/2020,1
TN,11/26/2020,4
WV,12/11/2020,0
MO,12/4/2020,1
TN,6/2/2021,5
MS,12/9/2020,1
VI,1/3/2021,1
CA,5/26/2021,2
WV,3/2/2021,0
NM,1/21/2021,1
IA,4/26/2021,0
MA,2/14/2021,0
WV,5/18/2021,0
KY,4/26/2021,0
TX,5/9/2021,1
CT,11/28/2020,0
NM,4/3/2021,0
DC,2/26/2021,0
FL,12/14/2020,7
MN,3/10/2021,0
PA,1/10/2021,4
DC,11/24/2020,0
MI,3/14/2021,0
DC,2/16/2021,0
UT,1/28/2021,0
OK,2/8/2021,0
OK,11/18/2020,0
WA,6/16/2021,0
MN,5/14/2021,0
AK,12/21/2020,0
OK,1/30/2021,3
KS,11/23/2020,0
CT,12/4/2020,0
HI,1/7/2021,0
MS,4/18/2021,1
MI,2/16/2021,0
MN,12/3/2020,0
NY,1/31/2021,3
VI,1/11/2021,0
PA,3/19/2021,4
OR,2/7/2021,0
MT,12/19/2020,0
OK,3/21/2021,1
OR,2/23/2021,0
KS,5/30/2021,0
OH,4/20/2021,0
NH,5/24/2021,0
TX,12/9/2020,19
KS,6/7/2021,0
RI,12/27/2020,0
CO,6/13/2021,0
MN,5/7/2021,0
WV,1/13/2021,0
ME,3/9/2021,0
VI,5/4/2021,0
MT,6/11/2021,0
UT,5/17/2021,0
SD,3/1/2021,0
FL,1/28/2021,5
ID,12/24/2020,0
CA,2/14/2021,1
PA,5/7/2021,2
TN,3/6/2021,4
MA,4/23/2021,0
MD,5/25/2021,0
WY,6/9/2021,1
SC,5/23/2021,0
WI,1/19/2021,0
MO,3/26/2021,0
FL,3/8/2021,5
ND,11/11/2020,0
DC,6/7/2021,0
GA,6/3/2021,3
TX,4/11/2021,3
MS,6/6/2021,1
PR,5/2/2021,2
RI,5/1/2021,0
LA,1/31/2021,2
VA,11/10/2020,3
IA,11/22/2020,3
AL,5/9/2021,0
NH,12/29/2020,0
NY,1/20/2021,1
AR,11/22/2020,3
MN,12/17/2020,0
NY,1/25/2021,5
HI,2/28/2021,0
OH,5/13/2021,0
AL,4/12/2021,0
OK,4/23/2021,2
NY,3/9/2021,4
ME,1/5/2021,0
AZ,12/3/2020,1
MI,6/4/2021,0
RI,5/15/2021,0
IN,12/29/2020,0
AZ,3/20/2021,2
VA,12/7/2020,6
OR,11/24/2020,0
GA,12/20/2020,4
AK,3/24/2021,0
NV,2/22/2021,0
DE,3/3/2021,0
OH,3/14/2021,2
VT,6/11/2021,0
NM,6/3/2021,2
ID,12/8/2020,0
NV,1/15/2021,0
ME,2/11/2021,0
LA,1/28/2021,1
MI,12/28/2020,0
PR,3/7/2021,1
AR,11/6/2020,2
OK,11/12/2020,4
ME,3/6/2021,1
MA,2/22/2021,1
TX,1/31/2021,43
NC,12/25/2020,1
ID,11/30/2020,0
MO,5/22/2021,0
WV,12/14/2020,1
NY,6/12/2021,0
NM,11/26/2020,0
AK,11/3/2020,0
OK,1/9/2021,5
CO,6/4/2021,0
RI,3/2/2021,0
NC,12/21/2020,0
CA,12/12/2020,13
ME,3/18/2021,1
WI,5/20/2021,0
GA,12/25/2020,4
MT,3/23/2021,0
MT,11/1/2020,0
CO,2/13/2021,1
UT,2/9/2021,0
MS,3/21/2021,0
OR,12/23/2020,0
CA,2/18/2021,3
OR,12/28/2020,0
MS,5/27/2021,1
CA,5/30/2021,1
VI,11/19/2020,0
NY,4/13/2021,4
LA,3/23/2021,0
OR,2/19/2021,0
WV,5/25/2021,0
VA,5/19/2021,2
LA,3/22/2021,0
NM,2/17/2021,1
ID,1/19/2021,0
NH,12/10/2020,0
NV,3/4/2021,0
IN,3/30/2021,0
VA,1/20/2021,9
MN,4/4/2021,0
TN,1/10/2021,3
CA,5/18/2021,1
AL,6/15/2021,2
AK,5/14/2021,1
RI,4/20/2021,0
NE,3/22/2021,1
VI,2/13/2021,0
MI,2/23/2021,0
GA,3/5/2021,2
NE,3/3/2021,0
OK,12/10/2020,0
FL,5/26/2021,3
MN,3/11/2021,3
PR,5/20/2021,3
MA,2/4/2021,0
ND,4/16/2021,0
MN,4/10/2021,0
IN,2/17/2021,3
ND,2/26/2021,0
ID,12/10/2020,0
PA,3/28/2021,2
CT,12/24/2020,0
MA,5/15/2021,0
TX,12/4/2020,27
NM,1/2/2021,0
VA,3/13/2021,1
MI,4/5/2021,1
MI,2/15/2021,0
FL,5/16/2021,6
HI,1/12/2021,0
RI,11/22/2020,0
SD,12/16/2020,1
OK,1/14/2021,1
ID,3/20/2021,1
VT,3/25/2021,0
HI,11/11/2020,0
PA,4/12/2021,1
CO,6/8/2021,0
NY,11/30/2020,2
MO,2/8/2021,0
NM,11/21/2020,0
HI,1/1/2021,0
CA,6/8/2021,0
VI,6/15/2021,0
AK,3/30/2021,0
HI,11/2/2020,0
AZ,5/15/2021,2
WY,3/7/2021,0
WI,12/29/2020,0
NY,12/24/2020,2
NH,12/18/2020,0
OR,4/18/2021,0
NH,2/13/2021,0
MT,11/18/2020,1
ND,4/12/2021,0
CO,1/9/2021,0
KY,12/19/2020,10
PR,1/31/2021,3
NM,2/15/2021,0
OK,12/1/2020,1
TX,3/3/2021,9
FL,1/5/2021,8
MA,4/19/2021,1
MD,11/4/2020,0
MT,4/6/2021,0
PR,11/19/2020,5
AR,1/16/2021,3
GA,3/24/2021,4
ID,3/18/2021,0
IN,5/25/2021,0
AR,1/26/2021,2
AR,12/25/2020,2
IN,3/2/2021,0
AL,4/27/2021,4
RI,2/13/2021,0
NC,4/26/2021,15
RI,2/5/2021,0
CO,12/9/2020,0
RI,1/4/2021,0
WV,5/14/2021,1
DE,3/21/2021,0
AR,12/23/2020,3
VT,11/13/2020,0
NM,1/13/2021,1
WA,12/6/2020,0
VI,1/8/2021,0
AZ,1/21/2021,1
PA,1/24/2021,2
AL,1/21/2021,8
WA,11/20/2020,0
IL,2/24/2021,0
MO,12/7/2020,1
NE,5/22/2021,0
VI,6/6/2021,0
NC,4/20/2021,9
IA,5/8/2021,0
NE,1/27/2021,0
DC,3/16/2021,0
SC,2/10/2021,1
OR,4/14/2021,0
NC,3/20/2021,1
OK,2/18/2021,4
MA,4/13/2021,0
MI,2/27/2021,0
CA,11/24/2020,25
OH,4/8/2021,0
WY,4/18/2021,0
HI,11/25/2020,0
DC,3/30/2021,0
HI,4/2/2021,0
VT,11/8/2020,0
VT,11/23/2020,0
MT,1/5/2021,0
NC,4/1/2021,0
HI,6/5/2021,0
OK,4/8/2021,2
WV,12/2/2020,1
IL,12/7/2020,0
WY,3/16/2021,0
KY,4/13/2021,0
ME,1/24/2021,0
NC,6/13/2021,1
PA,3/16/2021,1
NV,12/27/2020,1
ND,4/25/2021,0
DC,11/22/2020,0
ID,11/12/2020,0
NJ,2/10/2021,1
TN,2/16/2021,2
VI,4/22/2021,0
IL,12/2/2020,0
NV,10/30/2020,0
NC,1/4/2021,3
SD,4/1/2021,0
IL,4/19/2021,0
NM,3/8/2021,0
AK,12/29/2020,0
MS,11/19/2020,1
IN,12/28/2020,1
MD,1/18/2021,2
SD,1/25/2021,0
NY,11/20/2020,4
MO,1/19/2021,2
AR,12/29/2020,5
MN,2/20/2021,2
CA,2/1/2021,5
MA,12/30/2020,3
MD,3/30/2021,1
AZ,5/11/2021,0
IL,6/6/2021,0
MO,3/28/2021,0
IL,3/22/2021,1
AR,5/5/2021,1
PR,4/17/2021,3
UT,1/15/2021,0
IN,11/16/2020,1
VA,1/2/2021,7
SD,5/25/2021,1
NH,12/23/2020,0
PA,2/2/2021,0
VA,6/1/2021,2
AR,12/2/2020,2
ND,5/3/2021,0
CO,11/14/2020,1
UT,4/12/2021,0
PA,12/20/2020,2
CA,10/30/2020,2
MA,1/3/2021,0
TN,11/23/2020,8
AL,1/6/2021,7
NH,1/6/2021,0
KY,6/2/2021,1
MN,12/8/2020,0
KS,12/17/2020,5
AL,4/30/2021,3
RI,11/20/2020,0
OK,11/3/2020,1
PA,2/21/2021,2
TN,4/14/2021,4
FL,4/21/2021,10
WY,12/13/2020,0
ND,1/22/2021,0
RI,2/9/2021,0
AK,11/25/2020,0
TN,11/15/2020,4
VI,5/23/2021,0
CT,12/6/2020,0
DC,3/7/2021,0
ND,11/2/2020,0
AR,1/25/2021,3
ME,2/10/2021,0
SD,11/19/2020,0
AL,3/8/2021,3
LA,3/20/2021,0
MI,1/28/2021,1
ME,1/10/2021,0
VI,2/15/2021,0
IA,1/9/2021,1
WA,3/11/2021,0
TN,1/17/2021,2
DE,5/11/2021,0
AK,4/25/2021,1
PR,6/7/2021,1
ME,2/28/2021,0
AZ,4/8/2021,0
CO,5/23/2021,1
WV,12/19/2020,3
SC,12/12/2020,0
DE,11/29/2020,0
CO,2/6/2021,0
PA,1/26/2021,2
FL,4/5/2021,7
IA,10/29/2020,0
MO,3/16/2021,0
MO,12/5/2020,2
GA,5/31/2021,1
RI,12/24/2020,0
VA,5/22/2021,2
AK,2/10/2021,0
NY,12/28/2020,4
NC,4/7/2021,1
WI,3/22/2021,0
NC,2/21/2021,1
ID,11/21/2020,0
NH,3/20/2021,0
RI,1/9/2021,0
NV,2/28/2021,0
NE,4/30/2021,0
ID,3/10/2021,0
ME,4/27/2021,0
OK,2/1/2021,1
PR,5/6/2021,5
ME,11/17/2020,0
NM,5/23/2021,0
AK,6/2/2021,1
ME,3/31/2021,0
NM,11/25/2020,0
VI,3/1/2021,0
AR,5/10/2021,0
NY,12/29/2020,3
LA,5/9/2021,1
VI,11/16/2020,0
AL,4/4/2021,2
MA,12/21/2020,0
VA,1/27/2021,3
IA,4/30/2021,0
PR,1/12/2021,0
AZ,11/10/2020,5
CT,11/23/2020,0
NJ,2/18/2021,2
ID,4/12/2021,0
AZ,5/13/2021,2
DE,5/21/2021,0
PA,4/18/2021,3
MO,1/31/2021,3
HI,3/10/2021,0
UT,3/27/2021,0
WA,6/2/2021,0
AZ,5/29/2021,2
MN,2/12/2021,0
NC,4/11/2021,1
VA,2/10/2021,6
AR,1/8/2021,5
IL,3/13/2021,0
AR,4/9/2021,4
ID,12/18/2020,0
TX,2/4/2021,11
SC,5/16/2021,1
NC,4/28/2021,18
MA,2/8/2021,0
GA,2/2/2021,2
PA,11/28/2020,1
MI,11/14/2020,3
PA,12/6/2020,0
DC,11/1/2020,0
NH,4/22/2021,0
LA,1/18/2021,0
OH,5/29/2021,0
MN,1/26/2021,0
LA,4/14/2021,0
RI,12/13/2020,0
NJ,12/31/2020,1
WA,2/27/2021,0
MD,2/16/2021,0
SC,12/10/2020,1
ND,3/10/2021,0
ID,2/20/2021,0
VI,5/27/2021,0
ND,2/28/2021,0
AL,2/15/2021,1
AR,1/3/2021,2
OR,5/10/2021,0
MI,1/21/2021,0
FL,3/1/2021,5
MT,4/23/2021,0
ID,6/9/2021,0
ME,12/30/2020,0
MI,11/19/2020,1
HI,2/7/2021,0
AK,1/15/2021,0
OR,10/31/2020,0
NC,3/24/2021,0
KY,4/9/2021,1
VT,2/6/2021,0
MA,5/8/2021,0
NV,1/12/2021,0
KY,12/1/2020,1
VI,12/23/2020,0
TN,12/20/2020,4
WY,6/6/2021,0
MD,5/21/2021,0
PA,6/13/2021,5
IN,12/23/2020,2
ME,1/16/2021,0
HI,11/20/2020,0
KY,5/6/2021,2
MI,11/25/2020,1
PR,11/10/2020,4
NY,11/6/2020,1
SD,3/14/2021,0
NJ,2/6/2021,2
AL,1/20/2021,7
IL,5/18/2021,0
HI,11/5/2020,0
VI,5/24/2021,0
MD,5/29/2021,0
SC,11/5/2020,0
KY,4/3/2021,0
WV,4/7/2021,3
SD,3/10/2021,0
MA,5/2/2021,1
CT,2/10/2021,0
OK,3/18/2021,3
LA,5/19/2021,1
WI,12/3/2020,0
WV,1/2/2021,1
TX,12/18/2020,37
AZ,1/30/2021,2
PA,12/19/2020,2
WI,3/6/2021,0
ID,12/13/2020,0
MS,6/3/2021,2
VT,2/22/2021,0
NY,4/15/2021,3
KY,12/15/2020,3
MI,4/28/2021,0
PA,11/23/2020,0
PR,11/1/2020,1
MT,1/10/2021,0
MO,1/27/2021,1
AZ,3/14/2021,2
MS,5/31/2021,2
KY,1/23/2021,1
DC,12/2/2020,0
MI,4/13/2021,1
MN,12/16/2020,0
IN,11/7/2020,1
CO,1/18/2021,0
AK,12/19/2020,1
CT,6/12/2021,0
MT,5/26/2021,0
MO,6/8/2021,0
OK,11/16/2020,0
MN,2/3/2021,0
RI,4/14/2021,0
WV,12/30/2020,1
